iso3,country,crop_kcals,crop_fat,crop_protein,crop_kcals_year_1,crop_fat_year_1,crop_protein_year_1,crop_kcals_year_2,crop_fat_year_2,crop_protein_year_2,crop_kcals_year_3,crop_fat_year_3,crop_protein_year_3,crop_kcals_year_4,crop_fat_year_4,crop_protein_year_4,crop_kcals_year_5,crop_fat_year_5,crop_protein_year_5,crop_kcals_year_6,crop_fat_year_6,crop_protein_year_6,crop_kcals_year_7,crop_fat_year_7,crop_protein_year_7,crop_kcals_year_8,crop_fat_year_8,crop_protein_year_8,crop_kcals_year_9,crop_fat_year_9,crop_protein_year_9,crop_kcals_year_10,crop_fat_year_10,crop_protein_year_10
DMA,Dominica,26063.241522334112,3395.990988669397,1249.8080207350815,23991.931990566543,2803.080466938173,1124.4421915792452,22134.46339146707,2363.341958878997,1108.2797724035668,21565.77137094492,2275.551975752474,1106.9919900505508,21568.48742202341,2280.6300383420903,1108.7834283029192,21886.63779602092,2326.936966499753,1113.2608494203057,22346.28527650075,2437.8468015292246,1113.220294426391,23077.50259972083,2562.531688058823,1134.161044768549,23901.36106685009,2706.247104754268,1144.1791232825535,24870.70833545696,2869.033222462161,1159.7895168243676,25513.386824421214,3024.287534051811,1196.8639865890402
DNK,Denmark,10431315.011929024,938725.6816245456,1231293.407798243,11080864.30460353,880033.0405715825,1326445.2228240808,10926480.18055966,825934.6910167193,1320503.8136776246,10899132.465596745,815965.4362608197,1319448.9434444096,10907150.690029906,818133.8353916601,1320117.5379036106,10942844.65401982,827378.3870804477,1321908.2483765269,11032204.985688273,852591.5136145086,1327008.1064243314,11156277.803432912,890544.8193318999,1333555.8048872645,10126074.448850447,802291.8317317631,1211604.7014824138,10608804.536656488,878795.3072550317,1263777.999880678,11400251.318557229,975205.7978681276,1349047.325327078
DOM,Dominican Republic,5203310.47881663,560559.1026599349,376994.0107523708,3699415.057840125,347282.16278123576,226062.2295533111,3329142.896677708,301081.7305427327,173611.36095688763,3311178.375495881,295543.7802536281,161432.00714186823,3423583.7477467204,305795.7298292992,165199.85497218894,3360267.199576065,306345.5200321666,165766.71593845607,3356394.2231363044,312782.87350429985,170867.69705383846,3459334.777372197,332962.78260977,190531.07519370396,3685219.730372857,382803.9850641791,224974.1945109905,4205706.0083523085,452356.4397265011,263498.7600858463,4606961.980458023,499276.897200961,311891.36333941994
DZA,Algeria,23352135.685565505,2014026.2142217983,2543484.1688535786,13953076.63819569,1184705.91258252,1309557.309371468,9195890.86803027,803729.9914058219,930569.3106162708,8337517.474764913,746918.1290183527,873056.6717071357,8458686.862210568,780803.191902547,881464.1412075436,9021107.708327511,867274.6380337779,941387.1327522674,10196032.974013835,994503.073587043,1069823.0263436818,12545926.696109958,1161111.75711752,1349223.86634674,14419109.211271722,1314076.719078306,1538251.3794742406,15788549.207052428,1446441.9672576326,1648948.9034794169,17974329.855408482,1631886.6942089486,1873430.633327146
ECU,Ecuador,7633940.769605304,1142952.77010919,455764.8974657615,6599519.036958494,1086981.2873513382,307750.519859505,7311678.171547861,1122808.8201671178,340456.9592860136,7562630.501141882,1144565.7691138445,352198.5785938644,7631133.879821245,1165077.8206243191,353958.7616684859,7553973.450439254,1185090.523082998,347651.903656353,7496694.547603888,1146589.4970198104,350673.1549650987,7459105.015859572,1130186.0091440398,363674.476183507,7374217.333016112,1119407.6295467012,369466.5577873138,7245138.515094935,1093333.8670006348,377232.110667606,7392829.934628334,1113316.3045125164,406955.2606486686
EGY,Egypt,62424596.08390054,5104917.640461003,7571006.747802939,43137326.14854551,3575760.573782943,4039587.98069366,35770408.39503928,2412647.3145050574,3342103.180376123,34603130.07880088,2247535.7776595373,3252925.395443957,34332968.0353172,2172574.4319921536,3239226.756654908,34765436.75994783,2271116.4398611085,3285212.895371692,36512448.83341552,2469638.0119857863,3493717.1368302084,39567394.76288299,2792433.457015061,3928170.7093348457,42854651.42175112,3282142.4395481525,4504517.405667135,49778546.7516806,3957393.8657926354,5565525.983590701,52759332.10709363,4365681.507933084,6089841.083133268
ERI,Eritrea,412286.03352099104,32283.07106189256,51816.0654113461,333968.7566950796,23381.15005467088,43062.85824403483,326892.00306285324,20315.276794054505,43069.14716089461,325994.468616108,19949.422706968417,43069.06334433524,327916.4091873163,20322.570252053625,43274.52458456686,331261.7667714174,20948.41882411866,43690.063425550456,336928.20469175925,22798.41167834128,43992.49559322566,344226.2487689268,24444.11082796406,44532.98537697771,360892.0789386308,26418.31461330149,46118.9691212888,377123.22176429,28874.37323266451,47588.26961382314,391131.59035857226,30153.023211776155,49238.43409826144
ESP,Spain,55893562.91661801,7599354.673062294,6531327.366275884,47753988.69008341,7492937.043672674,5012578.867547888,41943749.47363153,6061149.378374672,4186862.1532181175,40681008.45417634,5801842.861865681,3960260.701086416,39402159.60620499,5372573.520120643,3942406.535072168,38423111.927697256,5041623.365401386,3922698.356502439,38628758.57315229,4763287.221603604,4112423.5154380673,41124073.25178501,5081469.1889752485,4443166.738964667,43152856.811046846,5546142.642081531,4766912.046810297,48862155.17734602,6975130.555524148,5267097.350642161,49284414.14025024,7015449.156516484,5527039.827341198
EST,Estonia,1297615.7496525606,321077.39412890794,111099.7195105818,2274271.034803603,361764.60338561353,264698.8285436207,2036715.1150338969,257435.2855374048,263144.79440474074,2000765.221401334,241447.93047214704,263003.99661494314,1976130.215837756,230142.2919661961,263063.12613517145,2004152.725780261,241361.04181440175,263481.21088978386,2062170.191611545,265242.7676172474,264035.78493837203,2136108.672496333,293375.65946971445,265181.86871800444,2085826.6842584028,318046.5745049104,247331.3634952414,1854169.8097477776,322387.5920591806,206435.72252043095,1531803.548538538,308522.3855607506,157581.21098130016
ETH,Ethiopia,33031977.143324897,1506053.7331185068,4172266.001748104,32787687.648998287,1543455.2193554554,4169270.941593826,32702465.16383272,1537174.2281296682,4177937.422298276,32691096.3397907,1533910.971857891,4179050.94987454,32678560.566396456,1530392.9080971284,4176524.810449593,32647625.80557008,1523818.6727388066,4166120.608837221,32766902.52868245,1550497.1102995137,4182284.178730263,32778610.27295629,1541150.1563061504,4177016.726955889,32855608.71138589,1545630.524399422,4180343.1169542246,33001938.156258345,1550716.508007014,4191957.7286514943,32887765.05325905,1508692.9399925305,4161100.8510484174
FIN,Finland,3466161.888837492,335126.1256547877,407705.34410008334,3741345.658816142,280199.64263083343,455604.4780203696,3698389.9308091938,268064.82521311415,451857.1274692945,3690613.978103757,265596.34530604194,451013.0486771749,3689504.6549406014,265947.4779983844,451214.1710885519,3707789.1698921337,269251.36988137214,452164.3192111899,3735709.4396314975,276163.08150492795,454386.3503872393,3798038.904391292,286947.9489015992,458811.5739723177,3854408.9998177458,303667.1061725993,464302.3682044197,3865232.654460673,316770.261627716,466815.48161586624,3558497.6235230723,301487.90779176576,425940.7639389138
FJI,Fiji,414824.5339021959,28378.86696030906,31310.723734405245,606405.6518280709,26739.915164962036,34708.65388868271,547005.4788465394,16968.08542124835,28754.47842127761,545186.9293818864,15985.221574822908,28789.52677170793,510964.75440165127,15494.157599831402,23567.63878354566,496521.7871377344,15776.669101276431,21204.761283116623,508108.5516686363,17247.318719425937,22528.35628784873,522919.37968364113,18970.998322261385,24294.416475400616,509386.0658601454,20827.56322721408,21504.40284565587,583102.2032137304,26812.814881819497,31076.31283305164,564996.9927322274,27760.279162448656,27949.69965899776
FRA,France,49088104.26837829,6193349.104815201,4888951.523133633,74744035.63929386,6906143.820938597,8337199.056884598,73972012.96048114,6658047.867300092,8280390.916073361,73849753.17121044,6612546.723773269,8272186.78359865,73455129.02119757,6604118.722057398,8214075.274177191,71562979.11037418,6551049.65769398,7939143.328039071,66342088.62651788,6355146.132398416,7217488.543913098,61215656.89968854,6211439.210795435,6513952.945682314,58909392.20453101,6143438.886343836,6198710.771807963,63408173.60288598,6521295.527933097,6802069.011001897,60810212.50208598,6504731.366624793,6464740.449042817
FRO,Faroe Islands,34565.475104085286,9877.0239079985,1906.0267070672749,502.0114104169229,31.27677168046417,40.654113455634494,398.72441908423343,18.53986809210056,31.968351433797427,377.70372680632335,13.285722372680247,30.78084485315478,409.72622326217504,25.113946201822262,32.56499432991637,498.0529174408056,38.26456388454938,38.391133963664686,1013.3359031040324,240.11684394767587,45.22104267706785,2808.202975458954,971.731191215987,61.38003810702633,7972.896227987066,2700.809880221409,251.9771586492718,13936.76112075888,4584.838591912838,540.4050006701582,15171.830346707698,4689.447648784334,708.1376727140737
FSM,"Micronesia, Fed. Sts.",109582.73101790734,36753.32101276395,3082.433264971904,109371.53770634015,36716.996510114914,3081.826933317907,109043.6863769692,36575.94021500426,3081.4062119332016,108991.987840212,36552.87920087746,3081.3622130007425,108960.72287035028,36538.22040144479,3081.368740915244,108995.68490741515,36552.17832631185,3081.4401607482164,109075.28610572932,36585.02580048495,3081.4894602225268,109147.06955617602,36612.54660636169,3081.593564061932,109286.8635115588,36663.70998941069,3081.789601878532,109395.6260492605,36701.2377514071,3082.0439697983634,109476.5943034784,36725.320522486654,3082.255010260036
GAB,Gabon,509347.8827196283,24014.487081938816,38928.76998588009,406076.9925291052,18407.96748129011,24728.539517893707,409406.5556486349,20309.00100594057,24548.394408755496,410152.6306371441,20699.203462277324,24506.280244599893,411975.8352502231,20855.63573996748,24715.69239304058,418635.0155789557,21207.090524611856,25600.5577320039,435331.9673090164,21804.311827620877,27956.48070751197,453591.75795551424,22526.745895311527,30551.70356357089,461402.9574057315,22329.112608285293,31854.31135886465,453579.6870187818,22237.749943345694,30751.07200548394,462883.88656847447,21875.68196338313,32388.594723951068
GBR,United Kingdom,30965919.45659897,3461708.6539648976,3559821.751156309,26582431.02742084,2451343.902123498,3144668.693973494,25333399.804984912,2270510.5015293006,2950379.2334387284,25060810.935536027,2229978.417665316,2902437.388819149,25104772.333937146,2251336.227204444,2910230.823049123,25417200.933285657,2312306.734802322,2928921.988432695,26234814.199882355,2487220.163840404,2998528.1576132663,26885991.530722905,2626837.7962569534,3034744.8952969094,27356886.960889813,2698519.904455737,3113298.97383524,28169062.03855533,2846988.8920635064,3231863.0655681496,28069844.87632447,2852761.523256536,3267926.068537107
GEO,Georgia,1820705.5888658217,179090.38803557202,164137.5534826847,897675.0752093366,73478.05362609144,61282.45615313618,669710.9852970098,47415.2036053856,59482.77520628008,610044.2930060159,42875.4168784795,59043.19531597356,617758.5203728172,43789.52248649433,59262.449543880175,640495.3295848806,51919.58297924521,59925.71131335008,702495.3726047225,65907.78742146245,62913.95021075935,780602.1979235496,74690.91644119346,69189.28771638866,959590.9116942772,95443.31886248966,83342.62243740425,1234733.101642548,125168.18449200716,109315.7525562503,1376966.679349999,136903.57851053026,119417.21883863816
GHA,Ghana,18494794.96390749,1715025.1889708992,1212152.840817239,17654111.66492164,1616084.98814138,1115072.5255593865,17778389.16648162,1651827.392981683,1131444.310550119,17747601.446942728,1638732.6974514108,1131998.615534113,17770561.159699537,1646346.285967359,1133146.9320288764,17784434.357003894,1652472.1600949576,1132596.6232123417,17838299.58947493,1672868.7128322702,1132834.39532043,17808512.759190552,1635546.233238197,1138044.283136818,17904957.746571265,1662150.5364368556,1142073.8005935184,17998989.02618828,1679108.4489838255,1149026.5360477718,18129293.901000254,1693101.6283315786,1163852.303854796
GIN,Guinea,6440446.502991243,771879.2964687955,539007.9786759969,6093295.881576994,745317.2110343126,494640.6770336523,6018808.564893667,716422.9166171179,496804.55337551486,6003591.409540371,711062.460297502,497095.8736112826,5997415.168933098,707639.9982695479,497236.6787280623,6008485.534662329,711833.4579347584,497479.683927757,6031543.095322302,719895.7762845565,497627.6144529994,6103079.223979455,726356.3477164332,505492.6407438095,6179567.880202511,738730.4322755408,512021.7442622155,6218161.595013273,750676.8170431317,513591.4274566424,6249266.100004756,755646.488077646,515924.6130450539
GMB,Gambia,425834.9735752458,108163.84056944792,27742.130481287222,318332.1955766065,92917.95173166093,16236.491760929195,196240.36180036236,43855.56020250146,13161.158066818218,190921.87445596867,41103.00377688878,14599.582095046777,192499.84611256677,40586.93127820836,15707.70816847396,206633.16630463256,45993.12576506301,16275.158921183303,231241.6911291408,54991.13005536427,16463.850305206513,266065.1749284114,65092.817462448,18729.6371692369,311405.1972136952,80887.62432929498,20174.54786662385,347064.9941894691,93120.88109964348,21343.953572830455,369196.2094799893,99491.41346240876,22426.2428066173
GNB,Guinea-Bissau,523133.0676236707,104638.62027236469,48275.72063723636,515282.8423504125,102759.84602675877,48088.78622613957,514284.4231496546,102275.45274429103,48046.54369154575,513978.4530247173,102163.87070045,48032.47259690057,514974.75278777553,102394.18668507275,48027.96080844236,515924.5378551098,102645.2798667472,48037.7508700389,517384.5248082544,103039.32222928168,48062.26830054996,518910.9303012778,103436.91868601166,48109.28345664336,520963.9574387036,104036.24780679974,48133.489728379966,521184.555113885,104149.65965404866,48188.46178178764,521850.9100501629,104357.19071963451,48193.04144876849
GNQ,Equatorial Guinea,136550.32006676274,28492.503680086007,2947.39006067863,123062.91270273352,25350.55213720412,2808.17738735742,108109.38965127288,18823.48726338857,2801.372679310308,105374.08294753512,17713.72736644619,2799.995317163203,106223.0126090454,17561.92753787306,2818.825915372814,109756.5624893897,18501.009864857984,2844.7024479870115,116641.71223337688,20604.16613447775,2882.5749035677577,120128.82077265155,21740.57211335318,2899.517045664174,126587.22036674018,24412.98663801529,2907.745450882859,129027.72063554084,26491.94172596485,2882.730377441957,132344.4312859633,27497.64955094196,2908.560468837791
GRC,Greece,7121682.668065701,1063162.4285083949,870071.2369678313,5925552.463818709,1029368.8923671248,687537.8764593753,5619996.783806534,939032.7483123656,649190.6885737787,5576379.031739042,926821.7896380752,641525.534308703,5417551.709914133,880417.242624867,628898.9520092681,5261665.57135291,831095.5631749303,615049.7151749673,5639421.81158579,865308.2985025338,660673.491640241,6012541.470733075,940292.1375385452,704154.4744882772,6001819.8791684,956200.5796427596,705747.6260501256,6434460.478641037,996152.74689653,765954.6777238819,6305103.154280268,995446.6315731852,758420.0677619991
GRD,Grenada,23042.116396565325,3380.4497490800013,1702.0131185892913,13913.076672086265,2471.581342004615,505.6479647347666,12675.764399888722,2118.709170326948,479.6798515727522,12677.154358757389,2060.058810122714,475.9989505635737,11666.79904095298,2045.3269164079,490.3182659944872,12192.215363187372,2096.0391045850906,509.144468546084,12609.48034605267,2200.2429109967425,529.2653057276403,15906.727577614884,2311.0316918174576,621.177188567472,17665.323203029413,2526.8717942302,884.5501998418505,18620.216961566435,2705.98284731114,1114.606727398577,19556.98992420581,2833.9129068741613,1352.4932495576518
GTM,Guatemala,10423511.640896603,925577.0039095872,629109.4781255045,8956198.093954409,885139.8270093638,413231.22931934136,10756975.21359257,1347660.514703733,425600.1665589236,11014110.154799031,1415573.5175404374,426183.9769436431,11007150.037845438,1409825.006478852,428526.281441076,10598963.48213744,1304762.783347483,426076.989259952,10396046.54943672,1248716.858838719,427417.8851561485,9961026.69896136,1117634.7747998307,437292.5409024821,9308808.84982219,880141.8035847928,475190.2145336109,8351215.520272128,578108.6689372858,502670.3342915935,8679520.734534886,589785.9399954738,548870.9272737508
GUY,Guyana,824809.485851507,31059.484947415334,58437.94315783808,689883.7546967432,20503.838800534948,45725.81392949161,714084.718526989,15487.053854328968,47488.53683148888,795350.1411433924,16056.5775946111,51577.99648059183,805886.302898792,16281.917953859363,52171.74964760612,789666.6946028615,16413.314430952778,51420.63747179177,759329.8368359789,16911.86980063968,49953.36474125169,720080.960881973,17883.842882878285,48372.5597910559,718648.819090129,19930.15767643443,49537.95400165256,713098.1367973808,22708.22561162754,50233.21074768025,715149.1351328989,24901.86724333408,51445.9069665227
HKG,Hong Kong,494759.3456552467,130610.06936764436,35721.19213123141,119069.8228420518,31852.53941099714,6046.961918898879,43812.41370122691,9865.974748178707,2589.6913436760874,34471.97769815399,7611.593202507242,2032.3852047119587,40339.29026107853,9846.092826282718,2214.830874145145,55395.11335429365,14130.865440091222,3188.072366219632,75914.28980636898,20133.90103356024,4044.030659903525,118424.96114956924,32570.30335682914,6950.490592560195,171521.83845700056,45309.63740453555,10780.81172176766,251600.3620287133,65469.20069389485,16773.761842575783,358296.41617052804,93117.86557879968,24935.32783283954
HND,Honduras,4484296.673972457,783140.4740575368,262420.92369811266,3641958.148981285,777288.4663050122,152259.85769282092,4461521.46175786,1068293.9870516823,163410.64436975482,4807883.176567701,1190106.9821709988,168695.550023865,4727022.215387254,1158534.973335931,168513.73490423796,4696300.963988114,1143012.9541371374,169793.59805280695,4350748.752462745,1018061.7489751688,165680.30625311454,3930986.025057904,852837.6933515462,165306.02089297786,3834500.027236719,748656.8591950408,187585.68483020316,3448951.2591694035,556144.2825378838,200978.12106728368,3927985.715814066,666231.0989811965,227841.25811102008
HRV,Croatia,2920807.2186850505,276406.6262251315,294170.5345946174,4685268.726879996,394936.1118687689,578832.6771540117,4597964.7043736335,385606.4793948538,575692.2601747984,4577258.093207913,383911.63840970857,575310.5351099531,4540721.801923551,380949.7806010391,569641.6785527047,4404766.307599681,370996.8225198753,547947.542834515,4048263.655525204,348469.75274678733,489275.97056543553,3752230.932318299,325988.5187592782,440997.4099086223,3735810.01191329,324402.4563461628,436510.4123668566,3640582.006920769,327848.8446382398,414871.91151439626,3963638.454382088,348260.8400663682,463779.1541336029
HTI,Haiti,1870809.7017519,247456.13319451688,126936.1857648272,1509375.7099945634,204167.54995146295,89217.95569749572,1180722.337463484,106117.72520434158,88386.148294401,1118166.9412030568,89975.00320636007,88214.94703561145,1100978.4152114592,78951.82183388047,88498.56542502169,1135845.8533383645,89053.09378370729,88967.13093883912,1217592.8461242495,111729.12948451226,89614.30454254198,1330554.1522458335,133707.00452089938,93704.45404456808,1491766.0339319457,172470.82248208573,99425.2077337382,1637942.4894432838,200261.94131559387,104878.29330391756,1742132.29188726,219838.6825884065,113555.47078918514
HUN,Hungary,10309349.04266859,1260181.4031512495,1215554.87748072,18833949.066861525,2368432.506505816,2184930.5399686834,18768860.095492005,2354800.551495021,2182795.338972396,18760638.913752604,2351730.908799367,2182351.66096966,18763741.414980624,2352224.806526724,2182893.4318797137,18487635.898832675,2315720.0476985765,2151200.570031261,16618184.905154418,2067929.6528926324,1940894.3524038852,15572873.894829176,1937505.6689642991,1816851.4797248093,15805266.912223794,1975526.3528995784,1838850.8479664184,14115229.541317975,1753624.2100423551,1651698.155670477,13944012.49621514,1718171.7245441936,1629364.9607896414
IDN,Indonesia,259249317.3031075,64935391.83696153,10617438.63571444,256939333.33187684,67079801.40265846,8880792.371328348,286665083.68128306,82775016.83310041,8605826.51030079,291905431.4654579,85332434.0373718,8588721.603910217,296249922.4882958,87324843.60239357,8572555.418963237,293202331.96278423,85883797.90558517,8596082.579952903,286428971.65115446,82474917.7030867,8664882.569880193,281061288.4679552,79279380.89009853,8903007.031035412,271103466.75420964,74020307.63487232,9149765.72801298,266448841.62019935,70425844.57486147,9614460.537230518,263611815.88455397,68204582.703358,9966002.126101036
IND,India,469203022.2495844,41423978.28758393,48537243.19964698,461475968.3831755,37838830.94069824,48320979.26187772,447582406.1377029,31212194.744661104,48438067.59535908,445086278.26734746,30267808.87486665,48414790.66868169,443997964.47811306,29934647.844157103,48355768.70028658,445155555.95011,30562639.499532253,48336140.08836401,447755427.55818737,31875386.226622224,48303842.16277227,451346862.5040102,33408292.455322426,48359425.70875096,454428852.0619583,35295572.53693091,48231355.71029419,458966070.4357247,37892043.45451828,48121166.43351334,462620725.3671691,39331022.1648304,48222596.0289122
IRL,Ireland,4385767.138023631,323573.0971165644,514097.7931236658,2531521.4763132376,202920.1264078864,298268.2281329053,2245508.99435264,181478.96092686776,264797.99807403755,2169433.3356906367,175664.87674487883,255755.597523726,2180904.5687093707,178033.38149950368,257156.3535347115,2225554.3254030035,183462.2798672372,260933.65646944425,2436899.981903079,196682.8022814272,284904.9819093794,2774215.575055978,203849.953189968,326176.6661630486,3012641.375878536,228166.4667911661,353097.71978631685,3201871.4675164525,233178.4815764969,377627.4277136493,3286284.402986783,226180.9898089828,393507.06980482594
IRN,Iran,32898589.632622432,2602280.515533511,3790809.0137582025,28242057.11215065,2182271.2197247734,3069352.6681114053,24505301.712659243,1763381.0384721693,2629343.323848912,23540057.29227044,1666343.4988995104,2503611.173136442,23640742.737576224,1677341.753935432,2510530.908717565,23677542.046502866,1706453.3543698594,2501095.755801162,24576780.24001327,1824938.8540748209,2593006.58185738,25852081.366048213,1921506.608883966,2786121.824309822,27163075.609706525,2070742.3700395003,2935913.584510007,28767735.0021596,2252139.8349448065,3111567.384169126,29997542.266965557,2375906.535008964,3326266.956029999
IRQ,Iraq,12041612.233135086,1037919.723838429,1234534.7994622297,9882529.954780549,391905.6230445836,1120503.881274688,8711091.456166178,313460.59086915915,1088933.888791385,8429120.110658934,300666.49922623864,1083723.952115311,8521297.105244469,313412.95086867065,1090110.0569741728,8754469.058203014,366337.35506681947,1110060.2000097176,9188281.71187466,483744.80182833504,1127127.1670805956,9533215.15134865,567201.3817220558,1136341.4062992593,9808126.04614929,587925.8130862319,1143109.1867244386,10561635.700748732,762455.3047760775,1173039.8274817977,10870456.705742426,761901.4384006239,1186105.7652651474
ISL,Iceland,92785.38941848592,10318.938888867984,9073.198415290355,22912.48488034148,1563.455659987752,2202.219281893611,15451.7116860355,1047.3690672356215,1377.5277699249814,13339.244949335529,851.0437317668277,1155.4950916543523,14080.64996861227,1033.3193068864512,1191.893826216127,15273.98567692627,1350.8525267783102,1239.563577473145,18667.4615564866,1952.623000442108,1483.7612682879353,30893.831629011715,3431.2793366335736,2679.650295132451,55103.45049813408,5718.897034200063,5344.663710975672,50369.31360956646,5182.580697268418,4840.791957663953,44026.74819685044,4978.107763678939,3987.961044054617
ISR,Israel,5270001.326030883,619866.6793512583,652444.9891966018,1695685.974868483,294528.8375963779,193576.75963764085,1203297.468770605,230691.76701573364,108895.8457593604,1083283.9671543965,217977.7014690521,87126.58253018506,1102030.159941245,222731.9732426661,90013.0873531917,1164479.7323529571,237771.721867696,95529.68797914416,1574802.1882169282,272833.2720532951,148974.47089967743,2032718.3048687335,321664.3850822429,208479.1807822608,2352209.594810018,359074.53121384274,256338.75745445385,3348859.261980764,432785.10853156575,393995.25854670175,3424064.6581150326,465923.8523939153,412148.0804367903
ITA,Italy,43588724.51983925,5705162.784262184,4877304.2752592,28773933.860076096,4133245.8585992455,2870581.181446356,25941594.74286237,3186502.119159532,2651481.7351433528,25358269.55240973,2991065.5954857334,2598768.0448195403,25465689.6781892,3008645.1248714626,2624019.2416360546,26263156.529446136,3210482.7083823574,2689547.5867081704,29043882.706747267,3701377.012158667,2969541.204353068,31698487.005413547,4039231.09054933,3286941.6652718177,32911346.937963564,4370202.53900017,3428816.220507712,35645388.78612591,4859838.106480863,3741452.7539857486,36514853.59073565,4999984.163352932,3917695.112590843
JAM,Jamaica,819539.8233905121,90076.21571187176,65682.88885911112,352250.2548817172,43079.20241219208,15040.10799988602,334689.7574588478,37641.17806564357,14412.33322450953,325721.8906610658,36252.73069240078,14110.115513970852,311899.8236165848,36526.85302934981,14558.954314381612,324863.7997480572,37853.7213890488,15343.827003113607,326349.3702021889,40127.86555060967,15960.184366431837,374048.9116650855,44537.80389095032,19134.294629600136,482559.9053950701,57191.37607239502,31125.800573141725,581738.3179808903,68065.70499193958,41502.38715638813,686427.1559814301,77188.86466342007,51846.20772301359
JOR,Jordan,3007454.8177092937,304838.0109878469,344019.4315688673,1132435.6720784637,152404.16807072013,108975.17632460648,679834.098943371,122401.30691909826,57585.1666298792,613904.3947490068,115790.24288758796,50681.12649607638,679178.312591057,138228.66804612413,52692.99447211568,704576.3400562443,134934.84818145414,57745.25126673916,968699.4950205324,166456.31845443655,87818.62130511107,1161462.3953018112,168070.4527384627,115566.05545579668,1317260.7219822714,188086.28335993885,131065.7786368648,1988973.0160230647,229183.401488664,218089.29266115377,1972421.01623993,239994.29183485423,209490.13757737132
JPN,Japan,44809231.07380964,5615575.405558072,5199547.077438683,24382716.714584757,3202692.264539838,1986190.5723430235,19667577.014260247,2504258.1466329987,1500748.4613538862,18600514.957165297,2360781.11372529,1384513.6662161257,18504257.6379437,2361015.997894719,1375929.1377068914,18784651.225409247,2452018.1859791297,1394988.4506690826,19847499.99523689,2663475.8056968874,1494992.0515454586,22454634.119270228,3049831.0976520777,1864657.226634344,27030080.99219092,3527363.923151185,2509755.1072533764,31868487.637721226,3995529.4174857754,3207860.800205325,37088013.59588044,4637702.489361246,3997945.6131783854
KAZ,Kazakhstan,16745567.269894024,1419554.7347189195,2191636.1264614644,22523650.616667338,1864622.5968980629,3024195.6102245017,22460514.373112764,1840245.9690528684,3021207.864317477,22450193.71651659,1836372.5469473216,3020895.072692386,22448078.74007864,1835195.067429518,3020839.1739406493,22386431.074292485,1831834.7175019816,3011229.3486567754,21495670.826166093,1757837.1240587002,2885765.485803186,19930951.54322917,1623460.4640172254,2667178.522151567,18764335.329892635,1534320.814922511,2499749.296247913,17962569.623421762,1485326.387386528,2379658.740217952,17250341.395379912,1430444.1272305555,2278490.18607759
KEN,Kenya,13353683.798528114,1582943.8118375458,1379873.038818644,11820039.713569392,1400348.7424652318,1214490.3146993918,10226075.66482182,939651.222881808,1180986.872201936,9987253.50495992,863080.2956558836,1177143.276529435,9951868.008326136,845891.257680332,1175778.2524270653,9987867.65874898,889232.1459555969,1150586.722883412,10465185.534278464,1032821.1738002468,1185703.0863539611,10867056.472134398,1107351.4975731513,1212964.4119109756,11482209.268554818,1295705.748649564,1231256.2986668088,12171825.149827495,1456651.2978086378,1262609.2319280263,12392259.877231352,1501867.031024028,1232760.2837744837
KGZ,Kyrgyz Republic,2546485.280363446,150331.12540226837,308041.4841107947,2357691.293804242,96762.39988435691,303714.63916371186,2354182.57125589,95494.01262212067,303532.2307905696,2353457.070979312,95253.00389207338,303470.49582035665,2353904.452263708,95267.378833252,303510.920127567,2355195.022916812,95645.43469056768,303511.08196709224,2345012.279038079,97717.62409276742,299383.2723473473,2347899.8334337915,102121.26867581675,296588.206408168,2381337.0595687623,110263.14406942052,298473.53450261254,2435141.889144102,123218.87478044804,301688.23744557326,2459767.518052419,129203.14548311438,303172.5855081537
KHM,Cambodia,12167012.445545891,441119.1029602646,961141.0948256612,12015325.463870298,411826.1424045322,953606.0735831772,12180703.891185658,432709.6115738161,952114.7323139716,12176479.894829333,430772.1149116918,951798.7951856926,12169147.04942731,429116.87368196255,951582.4429541252,12169798.874644369,430317.0074611497,951654.670997712,12134976.2648109,426745.11395137815,951408.95308737,12117451.047852376,424950.9776469074,952208.3969833968,12030771.244358694,412676.7933665825,952426.7810238836,12016237.376446543,413059.1707739613,954877.775503654,12136667.29934154,438187.45770325774,958084.5692163666
KIR,Kiribati,79430.01564671667,25396.603920480888,1937.3073231568196,77208.20099063232,25323.288450596152,1932.844960107796,72767.02955082562,25034.371826988,1929.0286602855076,72503.77611562338,24986.87680959045,1927.6624054864328,72276.64276972083,24964.3159748196,1926.9966948349609,72284.85063371134,24994.747500622638,1928.1581370534152,72978.41982163204,25067.73170244198,1929.554701033809,73710.1992870038,25118.402359543845,1930.7294927519229,74999.87582914365,25226.26999931918,1932.7495758284451,76852.47079943895,25312.056213591983,1934.8109278175275,77403.68272755863,25353.511379242664,1935.0073075230816
KNA,St. Kitts and Nevis,6085.100501616546,1878.7072387301964,162.7493944161115,4087.214372275291,1111.6845526471195,131.02562360408515,3723.251597874942,1090.6658810530987,124.1751185400134,3647.647734470012,1077.1500038904323,123.26539561091212,3665.672737868897,1080.8832764965332,123.97983507318932,3751.050280508903,1092.482287391827,125.46677509676668,3842.1639663467136,1111.3366996400955,126.77953300018926,4161.001767372837,1207.468048976084,130.8635932585414,4412.685904508314,1237.0345572343165,137.02796380033786,4750.55692888821,1293.3105251837617,144.05772629139915,4916.803255788357,1336.1388085473177,149.71939286277524
