ISO3,crop_kcals_baseline_domestic_supply,crop_kcals_baseline_domestic_supply_year_1,crop_kcals_baseline_domestic_supply_year_2,crop_kcals_baseline_domestic_supply_year_3,crop_kcals_baseline_domestic_supply_year_4,crop_kcals_baseline_domestic_supply_year_5,crop_kcals_baseline_domestic_supply_year_6,crop_kcals_baseline_domestic_supply_year_7,crop_kcals_baseline_domestic_supply_year_8,crop_kcals_baseline_domestic_supply_year_9,crop_kcals_baseline_domestic_supply_year_10
SSD,1970270.2742531032,1035454.6519043774,137138.16466520188,47524.42484932121,96854.4891302143,267552.7041212553,239603.99648048356,629460.8549535702,1037386.2495493848,1327935.8757279085,1775554.847756508
SUR,220925.7838434399,265978.0142198622,290627.4091635139,184742.9031269675,87243.98742747857,148857.36775257456,254063.53523626627,251928.27443612716,277627.56025998096,372459.8379733451,143818.2616703723
SVK,2978019.9349526702,17850.66878569489,8804.239799744293,7797.680161914202,8984.14827538592,86807.85654602526,767174.1796688457,1369928.5982266127,1389264.7475817478,1448455.2999324994,1411631.7482946655
SVN,377183.1730863021,36458.48274869767,17325.876111114972,14035.074144417267,11598.236164247672,26202.7438266464,76443.82713376534,160929.66040104817,174964.09639816775,209556.69008301938,254821.96233752317
SWE,5007958.834315956,64826.85466629501,31986.770774063578,24313.566843486995,27974.714382983286,47999.977214760234,76639.20230355006,135813.1957753343,608163.0498230113,1388732.2122732203,1840188.05577804
SWT,752454.064804922,699707.2800472686,216969.73279050726,178819.67433456745,111409.94283041524,171460.37977283177,166667.83792562535,300036.2412300694,493305.7329280628,485478.4937288359,584301.6925429722
SYR,5645762.651567649,288754.05107031605,563158.305182053,559191.3228068795,3001096.7855023416,3442341.745812667,3282519.2193450397,3933655.090070986,3824595.71134096,4365859.746422418,4706611.60249766
TCD,3984002.5872066924,3040192.157098653,1263804.438983773,964937.4948775597,662528.6352945165,1020590.7256667209,1406443.3637264695,2437688.231574544,3656921.69572797,4180058.0033794134,4952958.1503924355
TGO,2350562.895768718,1773154.2296696824,840827.5797847832,790820.7259527142,720647.8951151102,766312.0464899128,883184.4297905149,1355221.9319123782,1560642.599084862,1722168.2460166689,2194677.837041015
THA,56048503.599864505,55148110.60024858,2139357.441474826,1580513.0807769091,1936328.8695891565,2563002.591284143,9884267.889244813,18588749.401954167,36492713.46124744,57215900.08233697,65483581.52647428
TJK,2497391.8049626746,524.6583900856111,255.4758721773117,207.0068101214578,843.8433582354111,121079.74527969032,791884.8191606083,1443786.5207257718,1877487.918976024,2034620.3763580322,2444787.510185898
TKM,1658215.8210316398,5703.794468847117,224.82524205473706,196.19990378914508,84576.43748610587,625639.5605471282,1019223.2794877413,969326.3737374768,1063079.9150346536,1339740.175617292,1556639.8435191321
TTO,243422.27855828902,7635.406257231281,4446.629019203456,3727.3529531220947,5270.328565004683,9444.38756710807,13280.06108723245,31097.10902059454,78194.88668882003,118027.55118320227,158401.6740806406
TUN,6880166.432619626,1459851.286626144,3501214.396735677,3445614.7066937475,3948738.7630197424,4904296.995986796,5304318.736470328,4243181.768153368,3515906.038394528,4103407.577946424,4306190.798810675
TUR,61705584.34415053,3119788.73199762,2633069.1998340543,2183752.4531698283,8213616.26590875,23365946.02477718,33006201.92871402,30008851.46182238,30638146.09998724,37359588.29545473,41323292.832865395
TWN,9775942.059388852,4057422.0755394865,1291699.255787435,673383.912356746,750850.8916419426,889311.5755687138,1207355.282677401,1884183.1588722214,3433863.233026928,5273395.045305606,7359166.878595832
TZA,18310417.25599686,17769784.044244032,2694148.0221061446,1134877.6628556733,1764893.854623249,2525672.1205639113,2843289.5368822655,3591395.2747899033,4768983.869992567,8238953.347908574,11575433.504545448
UGA,9676871.727874372,6579379.340039377,735580.0079781481,1046693.0762421461,1637829.6788747057,85647.81387634641,2598050.132457244,3213928.0580102345,4133537.596270481,6226390.786842227,10243738.262249595
UKR,28775289.946880512,80123.12099994492,41713.36622829915,35944.40479577021,43500.480703814785,101274.02303610409,4932610.000355555,10339075.080745392,9522917.74579905,17752399.24158712,15685665.190011669
URY,5463447.311920232,3398016.751511867,1258761.8161992175,1432693.513953442,1292662.0678169457,691970.8044038364,947604.665491799,1663889.5727225812,1697297.6983737359,3613574.4876468657,5334649.997480836
USA,387955288.2895846,4193275.0563913984,2540729.1959751556,2361037.865674099,6760825.073659565,12890188.633405156,19009505.388027694,44068202.59579627,136985034.97845814,214636475.83390832,288063416.1175316
UZB,11005750.71007511,24838.245673074103,2802.494547355077,2276.544756474036,22264.191085349812,2380615.2215163717,5609150.586380944,6866824.737688519,7741609.982380869,8973134.874632394,10082206.917026863
VEN,5018222.674041021,2968277.6723065274,1007675.5091383834,860419.8177968899,953506.8473884307,1018944.7079703402,1995093.5432778841,2723413.502992644,3634286.4840226863,4834427.711467699,5493363.504991462
VNM,58611274.71114058,36201010.319262624,4531576.960248131,5129420.311865432,8174455.396465471,9324405.80379902,11344781.889812978,15920866.136735525,26056522.74010302,39441676.19859517,46482097.6884893
YEM,4198309.349967088,1656207.3218180418,856200.1802431658,807375.1969204509,862567.262179483,913060.4751682682,1158601.265491286,1834407.958950752,2250071.824139926,3115915.147964405,3528820.390331011
ZAF,20867181.271050185,18122273.55065962,2115338.9554195334,1410989.7491603212,1575322.9722005054,1552777.8234537703,2344954.4394431277,5193095.181487856,8719579.927041398,12020960.312544724,15746916.353109654
ZMB,5287924.6108396435,5183229.398745736,1273970.1166502896,96296.37364562137,128752.62114113437,231244.56134901327,512913.20915501274,1257150.660754736,1858719.8365296507,3194712.9649301157,3781749.3521780455
ZWE,2751237.902215038,2728516.304288632,660096.0359344232,167216.46866260807,178716.09622463482,189143.56400673796,630657.7745284156,1184584.5928890924,1644296.2927048453,2174019.038804588,2679206.2665548343
